kegg	mnx_id	ec	bigg	seed	metacyc	rhea	description	ambiguous
R11736	MNXR196616	1.14.14.45				52188|52189|52190|52191	Indole-3-acetaldoxime N-oxide + Glutathione <=> S-[(E)-N-Hydroxy(indol-3-yl)acetimidoyl]-L-glutathione + H2O||1 keggC:C17204@IN + 1 keggC:C00051@IN <=> 1 keggC:C21620@IN + 1 keggC:C00001@IN	rhea(4)
R11737	MNXR163460	1.14.14.45					(E)-phenylacetaldehyde oxime,[reduced NADPH---hemoprotein reductase],glutathione:oxygen oxidoreductase (oxime-hydroxylating)||(E)-Phenylacetaldoxime + [Reduced NADPH---hemoprotein reductase] + Glutathione + Oxygen <=> S-[(Z)-N-Hydroxy(phenyl)acetimidoyl]-L-glutathione + [Oxidized NADPH---hemoprotein reductase] + 2 H2O||1 keggC:C19714@IN + 1 keggC:C03024@IN + 1 keggC:C00051@IN + 1 keggC:C00007@IN <=> 1 keggC:C21622@IN + 1 keggC:C03161@IN + 2 keggC:C00001@IN	
R11738	MNXR163461	1.14.14.45					(E)-Phenylacetaldoxime + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 1-aci-Nitro-2-phenylethane + [Oxidized NADPH---hemoprotein reductase] + H2O||1 keggC:C19714@IN + 1 keggC:C03024@IN + 1 keggC:C00007@IN <=> 1 keggC:C21623@IN + 1 keggC:C03161@IN + 1 keggC:C00001@IN	
R11739	MNXR191477	1.14.14.45			RXN-11420	52200|52201|52202|52203	1-aci-Nitro-2-phenylethane + Glutathione <=> S-[(Z)-N-Hydroxy(phenyl)acetimidoyl]-L-glutathione + H2O||1 keggC:C21623@IN + 1 keggC:C00051@IN <=> 1 keggC:C21622@IN + 1 keggC:C00001@IN	rhea(4)
R11740	MNXR163462						(S)-Norlaudanine + S-Adenosyl-L-methionine <=> (S)-Tetrahydropapaverine + S-Adenosyl-L-homocysteine||1 keggC:C21630@IN + 1 keggC:C00019@IN <=> 1 keggC:C21631@IN + 1 keggC:C00021@IN	
R11741	MNXR163463	1.14.99.57					protoheme,donor:oxygen oxidoreductase (mycobilin-producing)||Heme + 3 Reduced acceptor + 3 Oxygen <=> Mycobilin a + Fe2+ + 3 Acceptor + 3 H2O||1 keggC:C00032@IN + 3 keggC:C00030@IN + 3 keggC:C00007@IN <=> 1 keggC:C21624@IN + 1 keggC:C14818@IN + 3 keggC:C00028@IN + 3 keggC:C00001@IN	
R11742	MNXR163464	1.14.99.57					protoheme,donor:oxygen oxidoreductase (mycobilin-producing)||Heme + 3 Reduced acceptor + 3 Oxygen <=> Mycobilin b + Fe2+ + 3 Acceptor + 3 H2O||1 keggC:C00032@IN + 3 keggC:C00030@IN + 3 keggC:C00007@IN <=> 1 keggC:C21625@IN + 1 keggC:C14818@IN + 3 keggC:C00028@IN + 3 keggC:C00001@IN	
R11743	MNXR115887	1.2.7.12			FORMYLMETHANOFURAN-DEHYDROGENASE-RXN		formylmethanofuran:ferredoxin oxidoreductase||Formylmethanofuran + 2 Oxidized ferredoxin + H2O <=> Methanofuran + 2 Reduced ferredoxin + CO2 + 2 H+||1 keggC:C21629@IN + 2 keggC:C00139@IN + 1 keggC:C00001@IN <=> 1 keggC:C21621@IN + 2 keggC:C00138@IN + 1 keggC:C00011@IN + 2 keggC:C00080@IN	
R11744	MNXR122497	1.7.1.16		rxn25169	RXN-8815	52884|52885|52886|52887	N-phenylhydroxylamine:NADP+ oxidoreductase||Hydroxylaminobenzene + 2 NADP+ + H2O <=> Nitrobenzene + 2 NADPH + 2 H+||1 keggC:C02720@IN + 2 keggC:C00006@IN + 1 keggC:C00001@IN <=> 1 keggC:C06813@IN + 2 keggC:C00005@IN + 2 keggC:C00080@IN	rhea(4)
R11748	MNXR163465	1.3.3.8					(S)-tetrahydropapaverine:oxygen oxidoreductase||(S)-Tetrahydropapaverine + 2 Oxygen <=> Papaverine + 2 Hydrogen peroxide||1 keggC:C21631@IN + 2 keggC:C00007@IN <=> 1 keggC:C06533@IN + 2 keggC:C00027@IN	
R11749	MNXR170978	4.1.1.113|4.1.1.z		rxn40604	RXN-19902	57728|57729|57730|57731	trans-aconitate decarboxylase||trans-Aconitate <=> Itaconate + CO2||1 keggC:C02341@IN <=> 1 keggC:C00490@IN + 1 keggC:C00011@IN	rhea(4),ec(2)
R11750	MNXR163466						Itaconate <=> 2-Hydroxyparaconate||1 keggC:C00490@IN <=> 1 keggC:C21632@IN	
R11751	MNXR197031	1.4.1.-		rxn41130			Norcraugsodine + NADPH + H+ <=> Norbelladine + NADP+||1 keggC:C21634@IN + 1 keggC:C00005@IN + 1 keggC:C00080@IN <=> 1 keggC:C16701@IN + 1 keggC:C00006@IN	
R11752	MNXR163467						Noroxopluviine <=> Caranine||1 keggC:C21633@IN <=> 1 keggC:C08521@IN	
R11753	MNXR163468						Caranine <=> Lycorine||1 keggC:C08521@IN <=> 1 keggC:C08532@IN	
R11754	MNXR163469						(4aR,10bS)-Noroxomaritidine <=> (4aR,10bS)-Normaritidine||1 keggC:C21406@IN <=> 1 keggC:C21635@IN	
R11756	MNXR163470						(4aR,10bS)-Noroxomaritidine <=> Elwesine||1 keggC:C21406@IN <=> 1 keggC:C21637@IN	
R11758	MNXR163471						(4aS,10bR)-Noroxomaritidine <=> Maritinamine||1 keggC:C21405@IN <=> 1 keggC:C21639@IN	
R11759	MNXR163472						(4aS,10bR)-Noroxomaritidine <=> (-)-8-Demethylmaritidine||1 keggC:C21405@IN <=> 1 keggC:C12180@IN	
R11760	MNXR163473						(-)-8-Demethylmaritidine <=> Vittatine||1 keggC:C12180@IN <=> 1 keggC:C12193@IN	
R11761	MNXR163474						Vittatine <=> Haemanthamine||1 keggC:C12193@IN <=> 1 keggC:C08527@IN	
R11762	MNXR163475	1.1.1.153	R_r0402|R_r0673|r0402|r0673				6-Lactoyl-5,6,7,8-tetrahydropterin <=> 6-(1'-Hydroxy-2'-oxopropyl)-tetrahydropterin||1 keggC:C04244@IN <=> 1 keggC:C21640@IN	ec_fallback(participants>=0.50,bigg:4)
R11763	MNXR163476	1.1.1.153|1.1.1.213	R_SPR|R_SPRn|R_r0673|SPR|SPRn|r0673				6-(1'-hydroxy-2'-oxopropyl)-tetrahydropterin:NADP+ oxidoreductase||6-(1'-Hydroxy-2'-oxopropyl)-tetrahydropterin + NADP+ <=> 6-Pyruvoyltetrahydropterin + NADPH + H+||1 keggC:C21640@IN + 1 keggC:C00006@IN <=> 1 keggC:C03684@IN + 1 keggC:C00005@IN + 1 keggC:C00080@IN	ec(2),ec_fallback(participants>=0.50,bigg:6)
R11764	MNXR163477	1.1.1.21	ALCD19_L|ALCD19y|ALCD22yi|ALCD23yi|ALCD24yi|ALCD25yi|ALCD2y|ALCD4y|ALCDH_nadp_hi|ALR2|ALR3|ARABR|BTS_nadph|GALOR|GLRASE|GLYCDy|GLYCLTDy|GLYCLTDym|HMR_2018|HSD3A2r|LALDO3|LCARSyi|RDH2a|R_ALCD19_L|R_ALCD19y|R_ALCD22yi|R_ALCD23yi|R_ALCD24yi|R_ALCD25yi|R_ALCD2y|R_ALCD4y|R_ALCDH_nadp_hi|R_ALR2|R_ALR3|R_ARABR|R_BTS_nadph|R_GALOR|R_GLRASE|R_GLYCDy|R_GLYCLTDy|R_GLYCLTDym|R_HMR_2018|R_HSD3A2r|R_LALDO3|R_LCARSyi|R_RDH2a|R_SBTR|R_SBTRh|R_SSALy|R_XYLR|R_r0179|R_r0246|R_r0673|SBTR|SBTRh|SSALy|XYLR|r0179|r0246|r0673				tetrahydrobiopterin:NADP+ oxidoreductase [6-(1'-hydroxy-2'-oxopropyl)-tetrahydropterin-forming]||Tetrahydrobiopterin + NADP+ <=> 6-(1'-Hydroxy-2'-oxopropyl)-tetrahydropterin + NADPH + H+||1 keggC:C00272@IN + 1 keggC:C00006@IN <=> 1 keggC:C21640@IN + 1 keggC:C00005@IN + 1 keggC:C00080@IN	ec_fallback(participants>=0.50,bigg:60)
R11765	MNXR163478	1.5.1.3|1.5.1.33	DHFR|DHFRim|FOLR2|FOLR2_1|R_DHFR|R_DHFRim|R_FOLR2|R_FOLR2_1|R_THBPOX_m|R_THFOR2|R_TMDS3|R_r0398|R_r0514|THBPOX_m|THFOR2|TMDS3|r0398|r0514		RXN-23855		tetrahydrobiopterin:NADP+ oxidoreductase (7,8-dihydrobiopterin-forming)||Tetrahydrobiopterin + NADP+ <=> 7,8-Dihydrobiopterin + NADPH + H+||1 keggC:C00272@IN + 1 keggC:C00006@IN <=> 1 keggC:C02953@IN + 1 keggC:C00005@IN + 1 keggC:C00080@IN	ec(2),ec_fallback(participants>=0.50,bigg:18)
R11766	MNXR163479						6-Lactoyl-5,6,7,8-tetrahydropterin <=> Sepiapterin||1 keggC:C04244@IN <=> 1 keggC:C00835@IN	
R11767	MNXR163480				RXN-21000|RXN-21230		Dihydrobiopterin <=> 7,8-Dihydrobiopterin||1 keggC:C00268@IN <=> 1 keggC:C02953@IN	metacyc(2)
R11768	MNXR128629	1.2.1.-|1.2.1.26|1.2.1.3	34DHALDD|34DHXMANDACOX|3HPADHi|3MBZDH|4MBZDH|5HOXINDACTOX|5HOXINDACTOXm|ABUTD|ABUTDm|ALDD1|ALDD10|ALDD12|ALDD16|ALDD19xr|ALDD20x|ALDD20xm|ALDD2x|ALDD2xm|ALDD3|ALDD4|ALDD4x|ALDD6|ALDD7|ALDD8|ALDD9|ALDH|ALDH_1|APOR|BAMPPALDOX|BAMPPALDOXm|BETALDHx|BETALDHxm|BZDH|DOPDH|GCALDD|GCALDDm|GDBTALDH|GGGABADxr|GLACO|GLACOm|GLYALDDr|IMACTD|IMACTD_m|LCADi|LCADi_D|LCADi_Dm|LCADm|NABTNO|NABTNOm|P5CD|P5CDm|PANO|PYLALDOX|PYLALDOXm|R_34DHALDD|R_34DHXMANDACOX|R_3HPADHi|R_3MBZDH|R_4MBZDH|R_5HOXINDACTOX|R_5HOXINDACTOXm|R_ABUTD|R_ABUTDm|R_ALDD1|R_ALDD10|R_ALDD12|R_ALDD16|R_ALDD19xr|R_ALDD20x|R_ALDD20xm|R_ALDD2x|R_ALDD2xm|R_ALDD3|R_ALDD4|R_ALDD4x|R_ALDD6|R_ALDD7|R_ALDD8|R_ALDD9|R_ALDH|R_ALDH_1|R_APOR|R_BAMPPALDOX|R_BAMPPALDOXm|R_BETALDHx|R_BETALDHxm|R_BZDH|R_DOPDH|R_GCALDD|R_GCALDDm|R_GDBTALDH|R_GGGABADxr|R_GLACO|R_GLACOm|R_GLYALDDr|R_IMACTD|R_IMACTD_m|R_LCADi|R_LCADi_D|R_LCADi_Dm|R_LCADm|R_NABTNO|R_NABTNOm|R_P5CD|R_P5CDm|R_PANO|R_PYLALDOX|R_PYLALDOXm|R_SGSAD|R_SSALx|R_SSALxm|R_SSNOh|R_TMABADH|R_r0393|R_r0546|R_r0642|R_r0643|R_r0752|SGSAD|SSALx|SSALxm|SSNOh|TMABADH|r0393|r0546|r0642|r0643|r0752	rxn37372		47152|47153|47154|47155	2,5-dioxopentanoate:NAD+ 5-oxidoreductase||2,5-Dioxopentanoate + NAD+ + H2O <=> 2-Oxoglutarate + NADH + H+||1 keggC:C00433@IN + 1 keggC:C00003@IN + 1 keggC:C00001@IN <=> 1 keggC:C00026@IN + 1 keggC:C00004@IN + 1 keggC:C00080@IN	rhea(4),ec(3),ec_fallback(participants>=0.50,bigg:128)
R11769	MNXR144011	5.3.3		rxn23788	RXN-2424		3,4-Didehydroadipyl-CoA <=> 5-Carboxy-2-pentenoyl-CoA||1 keggC:C19682@IN <=> 1 keggC:C14144@IN	
R11770	MNXR196767	1.1.1|1.1.1.-	2HBO|2HIVc|ACOAD2|ACOAD4|ALCD19|ALCD19c|ALCD4|ALR2x|BTS|CHOLD|CRETINOLOR1|FADRx|FALDH2|HMR_1651|HMR_1967|HMR_1968|HMR_2016|HOXPRm|HOXPRx|HSD11B2r|HSD3A1r|IDOND|LDH_D|LDH_L|LDH_Lm|LDHm|LLDHh|NOX2|RDH2|RDH3|RDH4|RE2154C|RE2292C|R_2HBO|R_2HIVc|R_ACOAD2|R_ACOAD4|R_ALCD19|R_ALCD19c|R_ALCD4|R_ALR2x|R_BTS|R_CHOLD|R_CRETINOLOR1|R_FADRx|R_FALDH2|R_HMR_1651|R_HMR_1967|R_HMR_1968|R_HMR_2016|R_HOXPRm|R_HOXPRx|R_HSD11B2r|R_HSD3A1r|R_IDOND|R_LDH_D|R_LDH_L|R_LDH_Lm|R_LDHm|R_LLDHh|R_NOX2|R_RDH2|R_RDH3|R_RDH4|R_RE2154C|R_RE2292C|R_SKDH_1|R_TRSARr|R_UACMAMO|R_UDPGALOR|R_r0173|R_r0743|R_r1378|SKDH_1|TRSARr|UACMAMO|UDPGALOR|r0173|r0743|r1378		RXN-14358	53284|53285|53286|53287	2,4,6/3,5-Pentahydroxycyclohexanone + NAD+ <=> 3-Dehydro-scyllo-inosose + NADH + H+||1 keggC:C00691@IN + 1 keggC:C00003@IN <=> 1 keggC:C21643@IN + 1 keggC:C00004@IN + 1 keggC:C00080@IN	rhea(4),ec(2),ec_fallback(participants>=0.50,bigg:80)
R11771	MNXR196769	3.7.1.-			RXN-14359	53288|53289|53290|53291	3-Dehydro-scyllo-inosose + H2O <=> 5-Dehydro-L-gluconate||1 keggC:C21643@IN + 1 keggC:C00001@IN <=> 1 keggC:C21644@IN	rhea(4)
R11772	MNXR163481	5.1.-.-					5-Dehydro-L-gluconate <=> D-Tagaturonate||1 keggC:C21644@IN <=> 1 keggC:C00558@IN	
R11773	MNXR188690	2.8.3.-|2.8.3.1|2.8.3.18|2.8.3.27	PPCSCT|R_PPCSCT	rxn09174	RXN0-268	28010|28011|28012|28013	propionyl-CoA:succinate CoA transferase||Propanoyl-CoA + Succinate <=> Succinyl-CoA + Propanoate||1 keggC:C00100@IN + 1 keggC:C00042@IN <=> 1 keggC:C00091@IN + 1 keggC:C00163@IN	bigg(2),rhea(4),ec(4)
R11774	MNXR170366	1.1.1.412				54796|54797|54798|54799	(2R,3S)-2-alkyl-3-hydroxyalkanoate:NADP+ oxidoreductase||(2R,3S)-2-Alkyl-3-hydroxyalkanoate + NADP+ <=> (R)-2-Alkyl-3-oxoalkanoate + NADPH + H+||1 keggC:C21645@IN + 1 keggC:C00006@IN <=> 1 keggC:C21651@IN + 1 keggC:C00005@IN + 1 keggC:C00080@IN	rhea(4)
R11775	MNXR166254	6.1.3.1				23060|23061|23062|23063	(2R,3S)-2-alkyl-3-hydroxyalkanoate ligase (beta-lactone,AMP-forming)||(2R,3S)-2-Alkyl-3-hydroxyalkanoate + ATP <=> cis-3-Alkyl-4-alkyloxetan-2-one + AMP + Diphosphate||1 keggC:C21645@IN + 1 keggC:C00002@IN <=> 1 keggC:C21657@IN + 1 keggC:C00020@IN + 1 keggC:C00013@IN	rhea(4)
R11776	MNXR165986	1.1.1.413				18941|18942|18943|18944	(3R,4R)-3-[(1S)-1-hydroxyalkyl]-4-(hydroxymethyl)oxolan-2-one:NADP+ 1'-oxidoreductase||(3R,4R)-3-[(1S)-1-Hydroxyalkyl]-4-(hydroxymethyl)oxolan-2-one + NADP+ <=> (3R,4R)-3-Alkanoyl-4-(hydroxymethyl)oxolan-2-one + NADPH + H+||1 keggC:C21666@IN + 1 keggC:C00006@IN <=> 1 keggC:C21668@IN + 1 keggC:C00005@IN + 1 keggC:C00080@IN	rhea(4)
R11777	MNXR163482	1.1.99.41					(3R)-3-hydroxy-16-methoxy-2,3-dihydrotabersonine:acceptor oxidoreductase||16-Methoxy-2,3-dihydro-3-hydroxytabersonine + Acceptor <=> (3R)-3-Hydroxy-16-methoxy-1,2-didehydro-2,3-dihydrotabersonine + Reduced acceptor||1 keggC:C04578@IN + 1 keggC:C00028@IN <=> 1 keggC:C21678@IN + 1 keggC:C00030@IN	
R11778	MNXR198786	2.1.1.343		rxn43020			S-adenosyl-L-methionine:8-amino-8-demethylriboflavin N,N-dimethyltransferase||2 S-Adenosyl-L-methionine + 8-Amino-8-demethylriboflavin <=> 2 S-Adenosyl-L-homocysteine + Roseoflavin||2 keggC:C00019@IN + 1 keggC:C21646@IN <=> 2 keggC:C00021@IN + 1 keggC:C21647@IN	
R11779	MNXR198788	2.1.1.343		rxn41301			S-adenosyl-L-methionine:8-amino-8-demethylriboflavin N-methyltransferase||S-Adenosyl-L-methionine + 8-Amino-8-demethylriboflavin <=> S-Adenosyl-L-homocysteine + 8-Demethyl-8-(methylamino)riboflavin||1 keggC:C00019@IN + 1 keggC:C21646@IN <=> 1 keggC:C00021@IN + 1 keggC:C21648@IN	
R11780	MNXR198790	2.1.1.343		rxn47131			S-adenosyl-L-methionine:8-demethyl-8-(methylamino)riboflavin N-methyltransferase||S-Adenosyl-L-methionine + 8-Demethyl-8-(methylamino)riboflavin <=> S-Adenosyl-L-homocysteine + Roseoflavin||1 keggC:C00019@IN + 1 keggC:C21648@IN <=> 1 keggC:C00021@IN + 1 keggC:C21647@IN	
R11781	MNXR163486	2.3.1.265					acyl-CoA:2,6-di-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol acyltransferase||Acyl-CoA + 2,6-Di-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol <=> CoA + 2-O-(6-O-Acyl-alpha-D-mannosyl)-6-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol||1 keggC:C00040@IN + 1 keggC:C21607@IN <=> 1 keggC:C00010@IN + 1 keggC:C21608@IN	
R11782	MNXR163487	2.3.1.265					acyl-CoA:2-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol acyltransferase||Acyl-CoA + 2-O-(alpha-D-Mannosyl)-1-phosphatidyl-1D-myo-inositol <=> CoA + 2-O-(6-O-Acyl-alpha-D-mannosyl)-1-phosphatidyl-1D-myo-inositol||1 keggC:C00040@IN + 1 keggC:C21606@IN <=> 1 keggC:C00010@IN + 1 keggC:C21609@IN	
R11783	MNXR121971	2.4.1.347		rxn44329	RXN-761	53880|53881|53882|53883	ADP-alpha-D-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase (configuration-retaining)||ADP-glucose + D-Glucose 6-phosphate <=> ADP + alpha,alpha'-Trehalose 6-phosphate||1 keggC:C00498@IN + 1 keggC:C00092@IN <=> 1 keggC:C00008@IN + 1 keggC:C00689@IN	rhea(4)
R11784	MNXR169854	2.7.1.219		rxn41776	RXN-18596	52388|52389|52390|52391	ATP:D-threonate 4-phosphotransferase||ATP + D-Threonate <=> ADP + 4-Phospho-D-threonate||1 keggC:C00002@IN + 1 keggC:C21649@IN <=> 1 keggC:C00008@IN + 1 keggC:C21585@IN	rhea(4)
R11785	MNXR170125	3.1.3.105		rxn43974	RXN-18659	53728|53729|53730|53731	N-acetyl-D-muramate 6-phosphate phosphohydrolase||N-Acetylmuramic acid 6-phosphate + H2O <=> N-Acetylmuramate + Orthophosphate||1 keggC:C16698@IN + 1 keggC:C00001@IN <=> 1 keggC:C02713@IN + 1 keggC:C00009@IN	rhea(4)
R11786	MNXR163488	3.1.4.58					(ribonucleotide)n-2',3'-cyclic phosphate 3'-nucleotidohydrolase||RNA terminal-2',3'-cyclic-phosphate + H2O <=> RNA 2'-terminal-phosphate||1 keggC:C04312@IN + 1 keggC:C00001@IN <=> 1 keggC:C21652@IN	
R11787	MNXR170338	3.1.7.12		rxn40514	RXN-18973	54672|54673|54674|54675	(+)-kolavenyl-diphosphate diphosphohydrolase||(+)-Kolavenyl diphosphate + H2O <=> (+)-Kolavelool + Diphosphate||1 keggC:C21654@IN + 1 keggC:C00001@IN <=> 1 keggC:C21653@IN + 1 keggC:C00013@IN	rhea(4)
R11788	MNXR121442	3.2.1.204		rxn45918	RXN-18150	24844|24845|24846|24847	1,3-alpha-isomaltohydrolase (configuration-retaining)||Cyclobis-1,6-alpha-nigerosyl + 2 H2O <=> 2 Isomaltose||1 keggC:C21655@IN + 2 keggC:C00001@IN <=> 2 keggC:C00252@IN	rhea(4)
R11789	MNXR121441	3.2.1.204		rxn46610	RXN-18149	52744|52745|52746|52747	1,3-alpha-isomaltohydrolase (configuration-retaining)||Cyclobis-1,6-alpha-nigerosyl + H2O <=> alpha-Isomaltosyl-1,3-isomaltose||1 keggC:C21655@IN + 1 keggC:C00001@IN <=> 1 keggC:C21659@IN	rhea(4)
R11790	MNXR121443	3.2.1.204		rxn47776	RXN-18151	52748|52749|52750|52751	1,3-alpha-isomaltohydrolase (configuration-retaining)||alpha-Isomaltosyl-1,3-isomaltose + H2O <=> 2 Isomaltose||1 keggC:C21659@IN + 1 keggC:C00001@IN <=> 2 keggC:C00252@IN	rhea(4)
R11791	MNXR121440	3.2.1.205		rxn46950	RXN-18147	52752|52753|52754|52755	isomaltose 6-alpha-glucohydrolase (configuration-inverting)||Isomaltose + H2O <=> beta-D-Glucose + D-Glucose||1 keggC:C00252@IN + 1 keggC:C00001@IN <=> 1 keggC:C00221@IN + 1 keggC:C00031@IN	rhea(4)
R11792	MNXR163489	3.4.19.16					(E)-1-(glutathione-S-yl)-omega-(methylthio)alkylhydroximate gamma-glutamylhydrolase||(E)-1-(Glutathione-S-yl)-omega-(methylthio)alkylhydroximate + H2O <=> (E)-1-(L-Cysteinylglycine-S-yl)-N-hydroxy-omega-(methylsulfanyl)alkane-1-imine + L-Glutamate||1 keggC:C21539@IN + 1 keggC:C00001@IN <=> 1 keggC:C21662@IN + 1 keggC:C00025@IN	
R11793	MNXR196617	3.4.19.16				52764|52765|52766|52767	S-[(E)-N-hydroxy(indol-3-yl)acetimidoyl]-L-glutathione gamma-glutamylhydrolase||S-[(E)-N-Hydroxy(indol-3-yl)acetimidoyl]-L-glutathione + H2O <=> (E)-1-(L-Cysteinylglycine-S-yl)-N-hydroxy-2-(1H-indol-3-yl)ethane-1-imine + L-Glutamate||1 keggC:C21620@IN + 1 keggC:C00001@IN <=> 1 keggC:C21663@IN + 1 keggC:C00025@IN	rhea(4)
R11794	MNXR117079	3.4.19.16		rxn45964	RXN-11664	52768|52769|52770|52771	(glutathione-S-yl)(1H-indol-3-yl)acetonitrile gamma-glutamylhydrolase||(Glutathione-S-yl)(1H-indol-3-yl)acetonitrile + H2O <=> (L-Cysteinylglycine-S-yl)(1H-indol-3-yl)acetonitrile + L-Glutamate||1 keggC:C21664@IN + 1 keggC:C00001@IN <=> 1 keggC:C21665@IN + 1 keggC:C00025@IN	rhea(4)
R11795	MNXR116932	3.4.19.16		rxn21817	RXN-11428	52760|52761|52762|52763	S-[(Z)-N-hydroxy(phenyl)acetimidoyl]-L-glutathione gamma-glutamylhydrolase||S-[(Z)-N-Hydroxy(phenyl)acetimidoyl]-L-glutathione + H2O <=> (Z)-1-(L-Cysteinylglycine-S-yl)-N-hydroxy-2-phenylethane-1-imine + L-Glutamate||1 keggC:C21622@IN + 1 keggC:C00001@IN <=> 1 keggC:C21667@IN + 1 keggC:C00025@IN	rhea(4)
R11796	MNXR163490	2.8.2.39					3'-phosphoadenylyl-sulfate:12-hydroxyjasmonate sulfotransferase||3'-Phosphoadenylyl sulfate + 12-Hydroxyjasmonate <=> Adenosine 3',5'-bisphosphate + 12-Sulfooxyjasmonate||1 keggC:C00053@IN + 1 keggC:C21669@IN <=> 1 keggC:C00054@IN + 1 keggC:C21671@IN	
R11797	MNXR163491	2.1.1.344					S-adenosyl-L-methionine:ornithine-lipid N-methyltransferase||3 S-Adenosyl-L-methionine + Ornithine lipid <=> 3 S-Adenosyl-L-homocysteine + N,N,N-Trimethylornithine lipid||3 keggC:C00019@IN + 1 keggC:C21672@IN <=> 3 keggC:C00021@IN + 1 keggC:C21675@IN	
R11798	MNXR163492	2.1.1.344					S-adenosyl-L-methionine:ornithine-lipid N-methyltransferase||S-Adenosyl-L-methionine + Ornithine lipid <=> S-Adenosyl-L-homocysteine + N-Methylornithine lipid||1 keggC:C00019@IN + 1 keggC:C21672@IN <=> 1 keggC:C00021@IN + 1 keggC:C21673@IN	
R11799	MNXR163493	2.1.1.344					S-adenosyl-L-methionine:N-methylornithine-lipid N-methyltransferase||S-Adenosyl-L-methionine + N-Methylornithine lipid <=> S-Adenosyl-L-homocysteine + N,N-Dimethylornithine lipid||1 keggC:C00019@IN + 1 keggC:C21673@IN <=> 1 keggC:C00021@IN + 1 keggC:C21674@IN	
R11800	MNXR163494	2.1.1.344					S-adenosyl-L-methionine:N,N-dimethylornithine-lipid N-methyltransferase||S-Adenosyl-L-methionine + N,N-Dimethylornithine lipid <=> S-Adenosyl-L-homocysteine + N,N,N-Trimethylornithine lipid||1 keggC:C00019@IN + 1 keggC:C21674@IN <=> 1 keggC:C00021@IN + 1 keggC:C21675@IN	
R11801	MNXR163495	2.3.2.30					L-ornithine Nalpha-(3R)-3-hydroxy-acyltransferase||L-Ornithine + (3R)-3-Hydroxyacyl-[acyl-carrier protein] <=> Lyso-ornithine lipid + Acyl-carrier protein||1 keggC:C00077@IN + 1 keggC:C01271@IN <=> 1 keggC:C21680@IN + 1 keggC:C00229@IN	
R11802	MNXR163496	1.1.99.41					(3R)-3-hydroxy-2,3-dihydrotabersonine:acceptor oxidoreductase||(3R)-3-Hydroxy-2,3-dihydrotabersonine + Acceptor <=> (3R)-3-Hydroxy-1,2-didehydro-2,3-dihydrotabersonine + Reduced acceptor||1 keggC:C21682@IN + 1 keggC:C00028@IN <=> 1 keggC:C21683@IN + 1 keggC:C00030@IN	
R11803	MNXR169855	2.7.1.220		rxn45198	RXN-18597	52392|52393|52394|52395	ATP:D-erythronate 4-phosphotransferase||ATP + D-Erythronate <=> ADP + 4-Phospho-D-erythronate||1 keggC:C00002@IN + 1 keggC:C21593@IN <=> 1 keggC:C00008@IN + 1 keggC:C03393@IN	rhea(4)
R11804	MNXR163497	1.14.13.237					omega-(methylthio)alkyl-glucosinolate,NADPH:oxygen S-oxidoreductase||omega-(Methylthio)alkyl-glucosinolate + NADPH + H+ + Oxygen <=> omega-(Methylsulfinyl)alkyl-glucosinolate + NADP+ + H2O||1 keggC:C21691@IN + 1 keggC:C00005@IN + 1 keggC:C00080@IN + 1 keggC:C00007@IN <=> 1 keggC:C21692@IN + 1 keggC:C00006@IN + 1 keggC:C00001@IN	
R11805	MNXR117794	1.14.13.-|1.14.13.238	3DPHBH2|FAH1|FAH3|FAH3_1|FAOXC16OHC16r|HMR_2457|HMR_6907|LIDOMO|P4508B11r|RE2235C|RE2235R|R_3DPHBH2|R_FAH1|R_FAH3|R_FAH3_1|R_FAOXC16OHC16r|R_HMR_2457|R_HMR_6907|R_LIDOMO|R_P4508B11r|R_RE2235C|R_RE2235R	rxn23235	RXN-12901	54828|54829|54830|54831	dimethylamine,NADPH:oxygen oxidoreductase (formaldehyde-forming)||Dimethylamine + NADPH + H+ + Oxygen <=> Methylamine + Formaldehyde + NADP+ + H2O||1 keggC:C00543@IN + 1 keggC:C00005@IN + 1 keggC:C00080@IN + 1 keggC:C00007@IN <=> 1 keggC:C00218@IN + 1 keggC:C00067@IN + 1 keggC:C00006@IN + 1 keggC:C00001@IN	rhea(4),ec(2),ec_fallback(participants>=0.50,bigg:22)
R11806	MNXR163498	1.14.14.48					jasmonoyl-L-amino acid,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (12-hydroxylating)||Jasmonoyl-L-amino acid + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 12-Hydroxyjasmonoyl-L-amino acid + [Oxidized NADPH---hemoprotein reductase] + H2O||1 keggC:C21509@IN + 1 keggC:C03024@IN + 1 keggC:C00007@IN <=> 1 keggC:C21696@IN + 1 keggC:C03161@IN + 1 keggC:C00001@IN	
